1078
0.5,1,1
0.5,0.25,1
0.75,-0.5,1
0,-1,1
-0.5,-1.5,1
-0.25,-2,1
-0.5,-0.75,1
-0.75,-2,1
-1,-2.75,1
-0.5,1,-1
-1,1,-1
-1.5,0.25,-1
-2,0,-1
-2,-0.5,-1
-2.25,-1.5,-1
-2.5,-0.5,-1
-2.5,-2.25,-1
10.82,606.345,-1
136.68,887.5,-1
393.38,510.34,1
239.56,987.53,-1
549.24,816.24,1
124.1,945.075,-1
475.62,548.945,1
209.22,-22.815,1
69.9,377.97,-1
106.54,150.26,1
657.82,471.14,1
88.04,-34.645,1
15.84,393.37,-1
404.36,656.325,1
118.94,720.41,-1
305.42,363.83,1
47.38,656.92,-1
523.34,880.465,1
350.7,306.29,1
584.06,793.385,1
636.44,1021.66,1
363.46,123.24,1
312.82,229.885,1
575.06,200.38,1
663.24,1106.49,1
410.74,410.065,1
184.46,300.935,1
560.58,-12.77,1
256.32,66.225,1
453.8,24.47,1
15.76,1013.71,-1
190.8,272.97,1
395.28,752.68,-1
558.92,793.175,1
327.8,195.515,1
497.4,497.25,1
310.12,1048.54,-1
497.86,84.18,1
402.58,401.805,1
491.68,658.39,1
385.12,374.4,1
109.32,218.16,-1
288.62,880.78,-1
348.88,1095.36,-1
502.52,356.305,1
120.74,713.83,-1
332.36,32.87,1
468.58,538.935,1
106.66,1049.03,-1
102.78,998.03,-1
464.08,307.55,1
289.54,40.71,1
643.46,743.51,1
110.42,966.075,-1
548.48,627.52,1
135.4,164.015,1
545.54,505.055,1
111.94,537.92,-1
489.72,425.15,1
193.22,612.26,-1
457.1,826.845,-1
483.1,505.09,1
90.62,381.82,-1
557,0.25,1
348.82,720.34,-1
289.32,80.05,1
632.14,1016.69,1
370.14,356.795,1
319.14,390.045,1
565.06,323.405,1
308.9,271.815,1
654.18,301.53,1
494.42,610.58,1
138.44,833.11,-1
560.12,416.05,1
338.26,980.88,-1
28,1100.68,-1
385.24,17.925,1
358.2,182.565,1
562.48,678.795,1
440.96,186.905,1
561.9,101.435,1
82.04,812.25,-1
215.82,1039.26,-1
101.92,800.735,-1
556.96,771.965,1
403.36,816.94,-1
175.62,125.69,1
148,92.58,1
372.54,-23.655,1
84.56,481.255,-1
502.96,746.905,1
366.14,44.735,1
296.2,191.595,1
466.26,292.99,1
296.18,226.56,1
388.7,570.785,1
422,143.715,1
340.38,1064.46,-1
465.96,1020.6,-1
134.48,345.28,-1
126.88,1101.32,-1
309.78,1104.57,-1
73.9,676.975,-1
71.86,462.005,-1
620.46,15.545,1
596.28,292.605,1
158.96,842,-1
279.16,191.63,1
421.6,652.86,1
305.96,494.835,1
570.18,910.495,1
419.44,786.77,-1
380.76,390.22,1
130.76,806.265,-1
373.8,997.995,-1
169.16,176.685,1
406.3,761.08,-1
393.12,362.885,1
334.04,52.19,1
495.44,661.925,1
416.56,752.61,-1
537.24,131.01,1
387.5,955.155,-1
607.38,664.97,1
486.88,9.56,1
447.62,1079.93,-1
216.44,612.785,-1
210.42,159.465,1
81.14,956.66,-1
567.84,813.615,1
111.5,334.92,-1
62,47.85,1
430.06,900.415,-1
367.22,474.08,1
278.02,302.615,1
110.04,330.475,-1
493.64,319.975,1
551.76,1059.91,-1
582.34,791.495,1
206.64,1042.62,-1
93.38,35.39,1
524.42,561.615,1
409.52,1056.52,-1
57.36,964.22,-1
438.5,329.425,1
78.68,539.215,-1
