599
4.5,4,1
3,3.5,1
3,3,1
2,3,1
1,2,1
1,1.5,1
-1,0,1
-1.5,-0.5,1
3,2,-1
3,1,-1
2.5,1.5,-1
2,0,-1
1.5,0,-1
1,-1,-1
0,-1.5,-1
10.82,606.345,1
136.68,887.5,1
393.38,510.34,1
239.56,987.53,1
549.24,816.24,1
124.1,945.075,1
475.62,548.945,1
209.22,-22.815,-1
69.9,377.97,1
106.54,150.26,1
657.82,471.14,-1
88.04,-34.645,-1
15.84,393.37,1
358.42,615.06,1
404.36,656.325,1
118.94,720.41,1
305.42,363.83,1
47.38,656.92,1
523.34,880.465,1
350.7,306.29,1
584.06,793.385,1
636.44,1021.66,1
363.46,123.24,-1
575.06,200.38,-1
520.94,927.54,1
663.24,1106.49,1
410.74,410.065,1
184.46,300.935,1
560.58,-12.77,-1
256.32,66.225,-1
453.8,24.47,-1
15.76,1013.71,1
190.8,272.97,1
395.28,752.68,1
558.92,793.175,1
327.8,195.515,-1
497.4,497.25,1
310.12,1048.54,1
497.86,84.18,-1
402.58,401.805,1
491.68,658.39,1
385.12,374.4,1
109.32,218.16,1
288.62,880.78,1
348.88,1095.36,1
502.52,356.305,-1
120.74,713.83,1
332.36,32.87,-1
468.58,538.935,1
106.66,1049.03,1
102.78,998.03,1
464.08,307.55,-1
289.54,40.71,-1
643.46,743.51,1
110.42,966.075,1
548.48,627.52,1
135.4,164.015,1
545.54,505.055,1
111.94,537.92,1
489.72,425.15,1
193.22,612.26,1
457.1,826.845,1
483.1,505.09,1
90.62,381.82,1
557,0.25,-1
348.82,720.34,1
289.32,80.05,-1
632.14,1016.69,1
370.14,356.795,1
319.14,390.045,1
565.06,323.405,-1
308.9,271.815,1
654.18,301.53,-1
494.42,610.58,1
138.44,833.11,1
338.26,980.88,1
28,1100.68,1
385.24,17.925,-1
358.2,182.565,-1
562.48,678.795,1
440.96,186.905,-1
561.9,101.435,-1
82.04,812.25,1
215.82,1039.26,1
197.48,345.7,1
101.92,800.735,1
556.96,771.965,1
403.36,816.94,1
11.06,29.965,1
538.36,937.83,1
148,92.58,-1
372.54,-23.655,-1
84.56,481.255,1
502.96,746.905,1
366.14,44.735,-1
296.2,191.595,-1
466.26,292.99,-1
388.7,570.785,1
422,143.715,-1
340.38,1064.46,1
465.96,1020.6,1
134.48,345.28,1
126.88,1101.32,1
309.78,1104.57,1
73.9,676.975,1
71.86,462.005,1
620.46,15.545,-1
596.28,292.605,-1
158.96,842,1
279.16,191.63,-1
421.6,652.86,1
305.96,494.835,1
401.78,687.93,1
570.18,910.495,1
419.44,786.77,1
380.76,390.22,1
130.76,806.265,1
373.8,997.995,1
169.16,176.685,1
406.3,761.08,1
393.12,362.885,1
334.04,52.19,-1
495.44,661.925,1
416.56,752.61,1
537.24,131.01,-1
387.5,955.155,1
607.38,664.97,1
486.88,9.56,-1
447.62,1079.93,1
216.44,612.785,1
81.14,956.66,1
567.84,813.615,1
111.5,334.92,1
430.06,900.415,1
367.22,474.08,1
278.02,302.615,1
315.1,534.805,1
110.04,330.475,1
493.64,319.975,-1
551.76,1059.91,1
582.34,791.495,1
206.64,1042.62,1
93.38,35.39,-1
524.42,561.615,1
409.52,1056.52,1
57.36,964.22,1
78.68,539.215,1
158.82,292.92,1
612.9,592.1,1
444.36,91.355,-1
332.78,394.805,1
335.58,869.86,1
343.74,398.515,1
460.98,570.295,1
407.32,413.215,1
13.86,771.825,1
75.94,674.56,1
575.72,523.675,1
499.76,529.87,1
259.1,860.69,1
372.28,369.535,1
636.32,683.485,1
125.72,389.205,1
96.26,812.425,1
633.7,661.855,1
28.24,338.28,1
46.64,693.075,1
96.26,931.46,1
576.42,644.53,1
482.92,939.37,1
19.62,105.04,1
473.92,667.77,1
152.58,35.635,-1
120.7,675.75,1
233.46,326.31,1
250.88,718.065,1
535.84,885.365,1
355.06,660.84,1
533.08,992.85,1
104.9,682.715,1
273.72,250.955,1
99.48,940.77,1
53.36,450.63,1
385.74,306.675,1
369.16,218.685,-1
214.04,86.875,-1
539.54,114.49,-1
196.28,863.84,1
596.68,865.59,1
497.44,665.565,1
246.66,942.45,1
159.74,950.395,1
160.36,246.195,1
365.46,1089.45,1
45.26,53.38,1
353.84,449.475,1
72.04,256.8,1
594.26,226.945,-1
106.04,103.465,1
620.54,51.875,-1
230.46,1009.02,1
271.22,456.335,1
630.06,920.12,1
360.1,925.755,1
464.5,416.085,1
179.84,-35.03,-1
354.44,1055.01,1
271.28,236.5,1
393.74,252.6,-1
458.26,1044.09,1
295.4,980.95,1
14.7,1039.16,1
404.22,861.6,1
387.92,123.345,-1
155.7,399.25,1
12.8,439.29,1
63.9,716.84,1
570.38,34.375,-1
541.52,719.29,1
463.16,880.57,1
357.42,746.31,1
103.56,750.755,1
487.02,851.94,1
30.36,956.24,1
432.38,770.32,1
66,593.045,1
631.2,27.41,-1
190.2,126.495,-1
653.4,671.025,1
201.52,1017.94,1
250.86,756.53,1
153.28,138.815,1
167.64,558.01,1
601.3,82.045,-1
601.54,466.59,1
62.5,856.945,1
122.58,1077.48,1
518.46,958.2,1
148.04,483.67,1
12.46,820.86,1
84.74,424.135,1
213.9,1098.38,1
35.28,249.1,1
134.04,244.06,1
110.6,671.41,1
590.22,1036.98,1
138.22,854.145,1
433.06,713.2,1
605.8,482.34,1
613.76,721.705,1
108.8,689.785,1
383.24,444.015,1
628,579.955,1
389.16,575.23,1
177.3,415.245,1
239.54,2,-1
531.16,185.365,-1
56.06,406.6,1
397.14,41.34,-1
139.54,138.78,1
432.26,481.045,1
406.02,759.75,1
299.2,744.98,1
269.86,918.44,1
398.1,188.9,-1
632.22,964.64,1
266.7,1092.46,1
131.44,987.25,1
386.46,466.975,1
421.12,772.56,1
42.52,287.495,1
180.52,427.495,1
596.74,774.485,1
487.38,987.635,1
267.92,415.77,1
602.34,313.92,-1
264.34,614.36,1
241.7,801.435,1
498.46,804.515,1
494.58,119.775,-1
141.18,272.62,1
455.92,1004.92,1
251.06,553.67,1
81.68,1000.69,1
143.08,554.02,1
439.14,462.915,1
460.64,63.705,-1
28.22,367.225,1
211.34,759.68,1
103.5,412.83,1
54.46,734.97,1
485.08,187.885,-1
464.82,666.125,1
439.18,583.875,1
74.42,585.45,1
42.52,1077.69,1
314.1,1072.41,1
487,568.93,1
455.58,754.535,1
253.86,405.69,1
42.74,888.69,1
121.12,29.755,-1
213.52,859.675,1
149.24,329.18,1
327.62,-29.5,-1
298.26,542.435,1
407.1,829.925,1
272.84,361.17,1
562.22,1040.7,1
418.48,1103.73,1
45.04,605.505,1
575.92,403.555,-1
210.8,285.955,1
27.5,662.52,1
266.36,-18.65,-1
30.34,482.62,1
572.24,1034.32,1
273.38,794.085,1
410.8,887.08,1
583.7,628.15,1
399.94,50.615,-1
529.8,490.075,1
397.06,635.99,1
383.02,895.9,1
450.88,354.03,1
16.7,266.565,1
233.84,226.175,1
580.06,94.015,-1
485.5,681.28,1
595.84,169.895,-1
360.98,994.46,1
521.22,1066.95,1
139.34,993.935,1
532.58,1053.4,1
566.26,981.09,1
422.02,172.695,-1
414.3,263.905,-1
174.26,799.72,1
526.48,156.035,-1
477.84,511.565,1
63.4,884.98,1
570.54,102.94,-1
211.5,617.51,1
319.96,833.95,1
135.74,794.645,1
662.08,-22.395,-1
434.42,753.205,1
124.12,42.705,-1
190.2,735.985,1
559.78,598.4,1
253.28,853.97,1
162.38,691.955,1
161.82,194.64,1
646.36,283.12,-1
25,842.175,1
109.5,13.865,-1
16.06,359.77,1
431.96,353.645,1
281.68,437.68,1
69.42,585.24,1
440.9,964.92,1
360.92,613.73,1
45.38,494.17,1
180.38,449.475,1
575.78,518.04,1
67.3,608.9,1
474.9,852.78,1
576.36,935.45,1
202.02,951.305,1
432.64,816.52,1
553.04,838.045,1
581.4,1001.71,1
608.02,558.605,1
298.46,83.445,-1
242,903.915,1
290.3,154.775,-1
10.56,714.005,1
516.94,33.08,-1
68.86,402.295,1
458.18,886.205,1
110.98,123.835,1
41.76,356.97,1
22.16,1082.1,1
434.42,21.53,-1
609.08,691.08,1
292.92,-15.85,-1
168.98,409.505,1
438.6,856.7,1
24.96,907.345,1
100.72,687.405,1
370.7,1087.91,1
313.7,206.33,-1
207.06,857.015,1
234.48,511.18,1
408.46,77.565,-1
655.14,826.81,1
108.88,483.425,1
476.36,1105.41,1
518.22,695.875,1
417.1,1045.04,1
460.98,292.36,-1
369.28,776.97,1
171.5,586.955,1
332.84,1051.86,1
448.96,837.52,1
418.52,471.21,1
533.46,815.015,1
658.08,194.675,-1
422.52,1003.42,1
397.5,1013.26,1
341.3,521.26,1
304.72,979.935,1
626.28,169.79,-1
175.12,192.82,1
488.72,1039.33,1
419.64,7.425,-1
430.3,-0.414997,-1
374.6,584.435,1
302.5,30.385,-1
662.74,106.51,-1
403.8,17.75,-1
123.24,717.19,1
227.86,322.355,1
438.32,430.82,1
454.66,150.89,-1
336.06,542.19,1
536.06,458.96,1
12.96,349.34,1
256.34,107.455,-1
552.18,800.98,1
594,697.8,1
436.36,550.03,1
491,805.425,1
637.22,494.24,1
248.06,88.66,-1
602.86,901.815,1
308.04,84.635,-1
579.78,833.18,1
35.64,437.855,1
623.48,37.7,-1
118.04,202.305,1
86.62,637.915,1
87.56,669.065,1
390.16,751.665,1
489.42,1010.1,1
448.9,302.335,-1
663.7,845.955,1
143.96,155.615,1
264.44,167.83,-1
390.74,184.35,-1
639.22,178.19,-1
260.16,308.635,1
89.18,187.255,1
40.3,844.415,1
508.74,970.415,1
11.16,474.5,1
289.42,879.24,1
312.34,527.525,1
501.1,233.525,-1
